X,Y,学校名,所在地,TEL
135.50279,34.657983,浪速小学校,浪速区日本橋東3-1-23,06-xxxx-xxxx
135.490694,34.65823525,栄小学校,浪速区浪速東1-1-61,06-6568-5855
135.497133,34.66517208,難波元町小学校,浪速区元町1-5-30,06-6632-5668
135.4965111,34.653494,大国小学校,浪速区大国1-9-3,06-6631-0171
135.4988079,34.65598317,敷津小学校,浪速区敷津東3-9-32,06-6641-0101
135.490589,34.66141897,塩草立葉小学校,浪速区塩草1-4-31,06-6561-3095
135.4840474,34.6709278,日吉小学校,西区南堀江４丁目９−１９,06-6531-0144
